"case_id","source_id","exam_type","exam_class","exam_subject","question_type"
"CMBEXAM_348","2245","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_349","2254","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_350","2267","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_351","2269","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_352","2272","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_353","2296","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_354","2305","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_355","2328","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_356","2379","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_357","2393","护理考试","护士执业资格","护士执业资格考试","单项选择题"
"CMBEXAM_358","2401","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_359","2440","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_360","2454","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_361","2465","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_362","2471","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_363","2516","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_364","2525","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_365","2533","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_366","2537","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_367","2558","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_368","2583","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_369","2585","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_370","2587","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_371","2590","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_372","2596","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_373","2624","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_374","2641","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_375","2666","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_376","2678","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_377","2712","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_378","2717","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_379","2742","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_380","2747","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_381","2761","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_382","2763","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_383","2769","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_384","2785","护理考试","护师执业资格","护师资格考试","单项选择题"
"CMBEXAM_385","2812","护理考试","主管护师","妇产科护理学","单项选择题"
"CMBEXAM_386","2830","护理考试","主管护师","内科护理学","单项选择题"
"CMBEXAM_387","2851","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_388","2883","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_389","2887","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_390","2934","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_391","2954","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_392","2968","护理考试","主管护师","儿科主管护师","单项选择题"
"CMBEXAM_393","2972","护理考试","主管护师","妇产科主管护师","单项选择题"
"CMBEXAM_394","2984","护理考试","主管护师","内科主管护师","单项选择题"
"CMBEXAM_395","2986","护理考试","主管护师","内科护理学","单项选择题"
"CMBEXAM_396","3020","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_397","3024","护理考试","主管护师","外科主管护师","单项选择题"
"CMBEXAM_398","3030","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_399","3085","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_400","3086","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_401","3100","护理考试","主管护师","妇产科主管护师","单项选择题"
"CMBEXAM_402","3107","护理考试","主管护师","主管护师资格考试","单项选择题"
"CMBEXAM_403","3126","护理考试","主管护师","内科主管护师","单项选择题"
"CMBEXAM_404","3133","护理考试","主管护师","妇产科护理学","单项选择题"
"CMBEXAM_405","3186","护理考试","主管护师","儿科主管护师","单项选择题"
"CMBEXAM_406","3235","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_407","3239","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_408","3261","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_409","3327","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_410","3386","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_411","3398","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_412","3406","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_413","3435","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_414","3443","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_415","3466","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_416","3477","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_417","3566","护理考试","高级护师","副主任、主任护师资格考试","单项选择题"
"CMBEXAM_418","3770","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_419","3781","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_420","3818","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_421","3819","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_422","3823","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_423","3910","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_424","3940","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_425","3961","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_426","3962","药师考试","执业西药师","执业西药师","单项选择题"
"CMBEXAM_427","4007","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_428","4101","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_429","4155","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_430","4226","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_431","4236","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_432","4266","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_433","4327","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_434","4365","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_435","4371","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_436","4374","药师考试","执业中药师","执业中药师","单项选择题"
"CMBEXAM_437","4429","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_438","4434","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_439","4481","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_440","4528","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_441","4562","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_442","4640","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_443","4648","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_444","4651","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_445","4656","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_446","4715","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_447","4731","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_448","4795","药师考试","初级药士","药士初级考试","单项选择题"
"CMBEXAM_449","4802","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_450","4834","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_451","4836","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_452","4852","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_453","4877","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_454","4896","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_455","4903","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_456","5002","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_457","5003","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_458","5021","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_459","5027","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_460","5095","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_461","5157","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_462","5186","药师考试","初级药师","药师初级考试","单项选择题"
"CMBEXAM_463","5203","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_464","5209","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_465","5231","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_466","5317","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_467","5336","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_468","5377","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_469","5390","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_470","5514","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_471","5538","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_472","5557","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_473","5566","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_474","5587","药师考试","初级中药士","中药学（士）","单项选择题"
"CMBEXAM_475","5615","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_476","5617","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_477","5633","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_478","5667","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_479","5698","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_480","5707","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_481","5737","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_482","5740","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_483","5775","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_484","5859","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_485","5940","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_486","5947","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_487","5967","药师考试","初级中药师","中药学（师）","单项选择题"
"CMBEXAM_488","6004","药师考试","主管药师","主管药师资格考试","单项选择题"
"CMBEXAM_489","6094","药师考试","主管药师","主管药师资格考试","单项选择题"
"CMBEXAM_490","6113","药师考试","主管药师","主管药师资格考试","单项选择题"
"CMBEXAM_491","6140","药师考试","主管药师","主管药师资格考试","单项选择题"
"CMBEXAM_492","6169","药师考试","主管药师","主管药师资格考试","单项选择题"
"CMBEXAM_493","6215","药师考试","主管药师","主管药师资格考试","单项选择题"
"CMBEXAM_494","6362","药师考试","主管药师","主管药师资格考试","单项选择题"
"CMBEXAM_495","6432","药师考试","主管中药师","主管中药师","单项选择题"
"CMBEXAM_496","6480","药师考试","主管中药师","主管中药师","单项选择题"
"CMBEXAM_497","6606","药师考试","主管中药师","主管中药师","单项选择题"
"CMBEXAM_498","6652","药师考试","主管中药师","主管中药师","单项选择题"
"CMBEXAM_499","6730","药师考试","主管中药师","主管中药师","单项选择题"
"CMBEXAM_500","6780","药师考试","主管中药师","主管中药师","单项选择题"
